  775   7    5  7    7 FC 3B 16 5D 54   AB 27 CA 80 7F
  776   8    5  8    7 FC 3B 16 5D 64   F5 9C B7 2A C9
  777   9    5  9    7 FC 3B 16 5D 74   F2 B0 1F FD 53
  778  10    5  A    7 FC 3B 16 5D 84   2D CA F2 7C A8
  779  11    5  B    7 FC 3B 16 5D 94    7 FF 57 CB 72
  780  12    5  C    7 FC 3B 16 5D A4   AC 9F 2A  1 FF
  781  13    5  D    7 FC 3B 16 5D B4   EB 90 27 7F C1
  782  14    5  E    7 FC 3B 16 5D C4   7F 7F 45  2 8E
  783  15    5  F    7 FC 3B 16 5D D4   92 7F  0  1  1
  784  16    5 10    7 FC 3B 16 5D E4   CF 6A  D 53 2E
  785  17    5 11    7 FC  0 17 5D  4   CA F2 7C A8  7
  786  18    5 12    7 FC  0 17 5D 14   FF 57 CB 72 AC
  787  19    5 13    7 FC  0 17 5D 24   9F 2A  0 FF D5
  788  20    5 14    7 FC  0 17 5D 34   B2 DC AB 27 CA
  789  21    5 15    7 FC  0 17 5D 44   80 7F F5 8C BB
  790  22    5 16    7 FC  0 17 5D 54   2A C9 F2 A0  F
  791  23    5 17    7 FC  0 17 5D 64   FD 8B 2D CA B2
  792  24    5 18    7 FC  0 17 5D 74   7C A8  7 FF 63
  793  25    5 19    7 FC  0 17 5D 84   CB B2 AC 9F 2A
  794  26    5 1A    7 FC  0 17 5D 94    1 FF D8 72 DC
  795  27    5 1B    7 FC  0 17 5D A4   AF 27 CA 80 3F
  796  28    5 1C    7 FC  0 17 5D B4   F5 EC BB 2B C9
  797  29    5 1D    7 FC  0 17 5D C4   F2 A0 1F FD 73
  798  30    5 1E    7 FC  0 17 5D D4   2D CA F2 6C A8
  799  31    5 1F    7 FC  0 17 5D E4    7 FF 59 CB 72
  800  32    5 20    7 FC  1 17 5D  4   BC 9B 29  1 FF
  801  33    5 21    7 FC  1 17 5D 14   EB 90 28 7F BE
  802  34    5 22    7 FC  1 17 5D 24   FF  E 7F F2 89
  803  35    5 23    7 FC  1 17 5D 34   8D 7F  1  2  1
  804  36    5 24    7 FC  1 17 5D 44   C5 B1  D 67 2D
  805  37    5 25    7 FC  1 17 5D 54   CA F2 6C A4  7
  806  38    5 26    7 FC  1 17 5D 64   FF 56 CB 72 BC
  807  39    5 27    7 FC  1 17 5D 74   9B 29  1 FF D5
  808  40    5 28    7 FC  1 17 5D 84   32 EC B3 25 CA
  809  41    5 29    7 FC  1 17 5D 94   40 7F F5  C BB
  810  42    5 2A    7 FC  1 17 5D A4   2C C9 72 90  F
  811  43    5 2B    7 FC  1 17 5D B4   FD 47 2F CB 32
  812  44    5 2C    7 FC  1 17 5D C4   5C A4  7 FF 4E
  813  45    5 2D    7 FC  1 17 5D D4   CB F2 CC 97 29
  814  46    5 2E    7 FC  1 17 5D E4    0 FF D2 F4 1C
  815  47    5 2F    7 FC  2 17 5D  4   B3 25 CA 40 3F
  816  48    5 30    7 FC  2 17 5D 14   F4 BD  B 2C C9
  817  49    5 31    7 FC  2 17 5D 24   72 90  F FD 27
  818  50    5 32    7 FC  2 17 5D 34   43 CB 32 5C A4
  819  51    5 33    7 FC  2 17 5D 44    3 FF 48 D1 72
  820  52    5 34    7 FC  2 17 5D 54   CC 97 29  0 FF
  821  53    5 35    7 FC  2 17 5D 64   EB 90 29 CD BE
  822  54    5 36    7 FC  2 17 5D 74   9E E9 32  1 84
  823  55    5 37    7 FC  2 17 5D 84   8B 7F  1  3  1
  824  56    5 38    7 FC  2 17 5D 94   BF B4  D 23 47
  825  57    5 39    7 FC  2 17 5D A4   CB 32 5C A4  3
  826  58    5 3A    7 FC  2 17 5D B4   FF 4C D1 F2 CC
  827  59    5 3B    7 FC  2 17 5D C4   97 29  0 FF D3
  828  60    5 3C    7 FC  2 17 5D D4   74 7C B3 25 CA
  829  61    5 3D    7 FC  2 17 5D E4   40 3F F5 2D 27
  830  62    5 3E    7 FC  3 17 5D  4   2C C9 72 90  F
  831  63    5 3F    7 FC  3 17 5D 14   FD 53 49 CB 32
  832   0    5  0    7 FC  3 17 5D 24   5C A4  3 FF 54
  833   1    5  1    7 FC  3 17 5D 34   D2 72 CC 97 29
  834   2    5  2    7 FC  3 17 5D 44    0 FF D5 34 9C
  835   3    5  3    7 FC  3 17 5D 54   B3 25 CA 40 3F
  836   4    5  4    7 FC  3 17 5D 64   F5 5D 27 2C C9
  837   5    5  5    7 FC  3 17 5D 74   72 90  F FD 57
  838   6    5  6    7 FC  3 17 5D 84   49 CB 32 5C A4
  839   7    5  7    7 FC  3 17 5D 94    3 FF 54 D2 B2
  840   8    5  8    7 FC  3 17 5D A4   CC 97 29  0 FF
  841   9    5  9    7 FC  3 17 5D B4   EB 90 2A 91 AB
  842  10    5  A    7 FC  3 17 5D C4   F1 DB AC FF FF
  843  11    5  B    7 FC  3 17 5D D4   8B 7F  1  4  2
  844  12    5  C    7 FC  3 17 5D E4   B9 91  D 4F 4B
  845  13    5  D    7 FC  4 17 5D  4   CB 32 5C A4  3
  846  14    5  E    7 FC  4 17 5D 14   FF 52 D2 F2 CC
  847  15    5  F    7 FC  4 17 5D 24   97 29  0 FF D3
  848  16    5 10    7 FC  4 17 5D 34   F4 BC B3 25 CA
  849  17    5 11    7 FC  4 17 5D 44   40 3F F4 ED 2F
  850  18    5 12    7 FC  4 17 5D 54   2C C9 72 90  F
  851  19    5 13    7 FC  4 17 5D 64   FD 3B 4B CB 32
  852  20    5 14    7 FC  4 17 5D 74   5C A4  3 FF 4E
  853  21    5 15    7 FC  4 17 5D 84   D3 32 CC 97 29
  854  22    5 16    7 FC  4 17 5D 94   FF FF D3 34 BC
  855  23    5 17    7 FC  4 17 5D A4   B3 25 CA 40 3F
  856  24    5 18    7 FC  4 17 5D B4   F4 ED 2F 2C C9
  857  25    5 19    7 FC  4 17 5D C4   72 9F FF FD 37
  858  26    5 1A    7 FC  4 17 5D D4   4B CB 32 5C A7
  859  27    5 1B    7 FC  4 17 5D E4   FF FF 4C D2 F2
  860  28    5 1C    7 FC  5 17 5D  4   CC 97 29 FF FF
  861  29    5 1D    7 FC  5 17 5D 14   EB 90 2B F5 AD
  862  30    5 1E    7 FC  5 17 5D 24   DB D3 8D FF 81
  863  31    5 1F    7 FC  5 17 5D 34   8A  0  2  5  2
  864  32    5 20    7 FC  5 17 5D 44   B5 6A  D 3F 2B
  865  33    5 21    7 FC  5 17 5D 54   CA B2 5C A7 FF
  866  34    5 22    7 FC  5 17 5D 64   FF 4F CA F2 AC
  867  35    5 23    7 FC  5 17 5D 74   97 29 FF FF D3
  868  36    5 24    7 FC  5 17 5D 84   F2 BC AB 25 CA
  869  37    5 25    7 FC  5 17 5D 94   7F FF F4 FC AF
  870  38    5 26    7 FC  5 17 5D A4   2A C9 72 90  F
  871  39    5 27    7 FC  5 17 5D B4   FD 43 2B CA B2
  872  40    5 28    7 FC  5 17 5D C4   5C A4  3 FF 4D
  873  41    5 29    7 FC  5 17 5D D4   CA F2 AC 97 29
  874  42    5 2A    7 FC  5 17 5D E4   FF FF D3 72 BC
  875  43    5 2B    7 FC  6 17 5D  4   AB 25 CA 7F FF
  876  44    5 2C    7 FC  6 17 5D 14   F4 EC AF 2A C9
  877  45    5 2D    7 FC  6 17 5D 24   72 20 40 FD 37
  878  42    5 2A    7 FC  6 17 5D 34   2B E2 EA 49 5F
  879  43    5 2B    7 FC  6 17 AB 59    0  0  0  0  0
  880  44    5 2C    7 FC  6 17 AB 81    0  0  0  0  0
